strokes,character,decomposition,pinyin_readings,freq_rank,count,encoding,composition,retokenized
ll-lj--i-jvl,湵,湵 → 氵羑 | 羑 → 𦍌久 | 𦍌 → 䒑土 | 久 → 𠂊㇏ | 𠂊 → 丿㇇,,,,,,
ll-lj--i-jvvl,溬,溬 → 氵羗 | 羗 → 羌厶 | 羌 → ⺶乚 | ⺶ → 䒑𰀁,,,,,,
ll-lj--i-lj-iv-,㵛,㵛 → 氵善 | 善 → 羊䒑口 | 羊 → 䒑𰀁,,,,,,
ll-lj--i-ll-jvjl,㵪,㵪 → 氵羨 | 羨 → 𦍌㳄 | 𦍌 → 䒑土 | 㳄 → 氵欠 | 欠 → ⺈人,,,,,,
ll-lj--i-llll,溔,溔 → 氵羔 | 羔 → 𦍌灬 | 𦍌 → 䒑土,,,,,,
ll-lj--i-lvvjl,漾,漾 → ⿰氵羕 | 羕 → ⿱𦍌永 | 𦍌 → ⿱䒑土 | 永 → ⿱丶⿲㇇𠃌⿺㇏丿,yang4,3697.0,803.0,._.3A.|.|.hVX.t.|.\.__.Vr.V-lX._.\XX./,⿰氵⿱⿱䒑土⿱丶⿲㇇𠃌⿺㇏丿,._.3A.|.|.hVX.t.|.\.__.Vr.V-lX._.\XX./
ll-lj--jlii,渕,渕 → 浂刂 | 浂 → 氵关 | 关 → 丷天 | 天 → 一大 | 刂 → 丨亅,,,,,,
ll-lj--jlvvlijl,潫,潫 → 氵絭 | 絭 → 龹糸 | 龹 → 丷夫 | 夫 → 二人 | 糸 → 幺小 | 幺 → 𠃋厶,,,,,,
ll-lj-iilj-,湴,湴 → 氵並 | 並 → 䒑业 | 业 → 䒑丨丨,,,,,,
ll-lj-iivi--iv--,潽,潽 → 氵普 | 普 → 並日 | 並 → 䒑业 | 业 → 䒑丨丨,,,,,,
ll-lj-ijl,洣,洣 → 氵米 | 米 → 丷木,,,,,,
ll-lj-ijljvl-vi,潾,潾 → 氵粦 | 粦 → 米舛 | 米 → 丷木 | 舛 → 夕㐄 | 㐄 → 十𠃋,,,,,,
ll-lj-ijllvvl,㴹,㴹 → 氵迷 | 迷 → 辶米 | 辶 → 丶𠃍乀 | 米 → 丷木,,,,,,
ll-lj-ivjv--,湭,湭 → 氵酋 | 酋 → 丷酉 | 酉 → 西一 | 西 → 一𠁤 | 𠁤 → 儿囗,,,,,,
ll-lj-jiv---,渞,渞 → 氵首 | 首 → 丷𦣻 | 𦣻 → 一自 | 自 → 丿目,,,,,,
ll-lj-jlivii-,溢,溢 → ⿰氵益 | 益 → ⿳䒑八皿,yi4,2454.0,3909.0,._.3A.||.hVX.8.nh,⿰氵⿳䒑八皿,._.3A.||.hVX.8.nh
ll-lj-jvjjjllvvl,澻,澻 → 氵遂 | 遂 → 辶㒸 | 辶 → 丶𠃍乀 | 㒸 → 丷豕,,,,,,
ll-lj-jvllii,湔,湔 → ⿰氵前 | 前 → ⿱䒑刖 | 刖 → ⿰月刂,jian1,5920.0,69.0,._.3A.|.hVX._.g.8,⿰氵⿱䒑⿰月刂,._.3A.|.hVX._.g.8
ll-lj-vvlvvl,滋,滋 → ⿰氵兹 | 兹 → ⿱䒑𢆶,zi1,1931.0,7874.0,._.3A.|.hVX.vdvd,⿰氵⿱䒑𢆶,._.3A.|.hVX.vdvd
ll-lj-vvlvvllvll,濨,濨 → 氵慈 | 慈 → 兹心 | 兹 → 䒑𢆶 | 𢆶 → 幺幺 | 幺 → 𠃋厶 | 幺 → 𠃋厶,,,,,,
ll-ljiv-jv,涚,涚 → 氵兑 | 兑 → 丷兄 | 兄 → 口儿,,,,,,
ll-ljivijlj-jl,潎,潎 → 氵敝 | 敝 → 㡀攵 | 㡀 → 丷巾八 | 巾 → 冂丨 | 攵 → 𠂉乂,,,,,,
ll-ljjl-ljjlv,㴴,㴴 → 氵𠃊火𠃊火,,,,,,
ll-ljjlljjllv--i-l,瀅,瀅 → 氵瑩 | 瑩 → 𤇾玉 | 𤇾 → 炏冖 | 炏 → 火火 | 玉 → 一圡 | 圡 → 土丶,,,,,,
ll-ljjlljjllv-ijl,濚,濚 → 氵榮 | 榮 → 𤇾木 | 𤇾 → 炏冖 | 炏 → 火火,,,,,,
ll-ljjlljjllviv-i-l,㶈,㶈 → 氵螢 | 螢 → 𤇾虫 | 𤇾 → 炏冖 | 炏 → 火火,,,,,,
ll-ljjlljjllviv-iv-,瀯,瀯 → 氵營 | 營 → 𤇾吕 | 𤇾 → 炏冖 | 炏 → 火火 | 吕 → 口口,,,,,,
ll-ljjlljjllvvj,澇,澇 → 氵勞 | 勞 → 𤇾力 | 𤇾 → 炏冖 | 炏 → 火火,,,,,,
ll-ljjlljjllvvvlijl,瀠,瀠 → 氵縈 | 縈 → 𤇾糸 | 𤇾 → 炏冖 | 炏 → 火火 | 糸 → 幺小 | 幺 → 𠃋厶,,,,,,
ll-ljlili,洲,洲 → ⿰氵州 | 州 → ⿻⿲丿丶丶川 | 川 → ⿲丿丨丨,zhou1,701.0,53429.0,._.3A.).__./.\.\.__./.l.l,⿰氵⿻⿲丿丶丶⿲丿丨丨,._.3A.).__./.\.\.__./.l.l
ll-ljv-vij,涕,涕 → ⿰氵弟 | 弟 → ⿹弚丿 | 弚 → ⿱丷弔 | 弔 → ⿻弓丨 | 弓 → ⿱コ㇉,ti4,3006.0,1880.0,._.3A.).|.8V.).|.c.Vl-l.l./,⿰氵⿹⿱丷⿻⿱コ㇉丨丿,._.3A.).|.8V.).|.c.Vl-l.l./
ll-ljvl,沩,沩 → ⿰氵为 | 为 → ⿽⿵丶力丶,wei2,7923.0,4.0,._.3A.⿽.).\.v/X.\,⿰氵⿽⿵丶力丶,._.3A.⿽.).\.v/X.\
ll-ljvvvllll,溈,溈 → 氵為 | 為 → 𬼀㇇㇇𠃌灬 | 𬼀 → 丿丶,,,,,,
ll-ll--ii--iv-i-jl,㶂,㶂 → 氵潢 | 潢 → 氵黄 | 黄 → 龷由八 | 龷 → 艹一 | 由 → 日丨,,,,,,
ll-ll--iivlj--i,㵜,㵜 → 氵湳 | 湳 → 氵南 | 南 → 十冂𢆉 | 𢆉 → 丷干,,,,,,
ll-ll--jljljl,㴺,㴺 → 氵氵夾 | 夾 → 大从 | 从 → 人人,,,,,,
ll-ll--jll,㳲,㳲 → 氵汰 | 汰 → 氵太 | 太 → 大丶,,,,,,
ll-ll--v-vjl,㴣,㴣 → 氵氵夷 | 夷 → 大弓 | 弓 → コ㇉,,,,,,
ll-ll-j--iiii-llll,㶃,㶃 → 氵潕 | 潕 → 氵無 | 無 → 𠂉卌一灬 | 卌 → 卄〢,,,,,,
ll-ll-l-jjijil---i-lvll,㶝,㶝 → 氵㶐 | 㶐 → 氵應 | 應 → 䧹心 | 䧹 → 广倠 | 广 → 丶厂 | 倠 → 亻隹,,,,,,
ll-ll-vj--iiv-,㵈,,,,,,,
ll-lliiv-i,浺,浺 → 氵忡 | 忡 → 忄中 | 中 → 口丨,,,,,,
ll-llij-iiv-,湉,湉 → 氵恬 | 恬 → 忄舌 | 舌 → 千口 | 千 → 丿十,,,,,,
ll-llv-ijjiv---jl,濱,濱 → 氵賓 | 賓 → 宀一𣥂貝 | 宀 → 丶冖 | 𣥂 → 𰍧丿 | 𰍧 → 丿亅 | 貝 → 目八,,,,,,
ll-llv-iv-i-jl,演,演 → ⿰氵寅 | 寅 → ⿱宀⿳一由八 | 宀 → ⿱丶冖,yan3,715.0,52394.0,._.3A.|.|.\.nV.||.-.o0X.8,⿰氵⿱⿱丶冖⿳一由八,._.3A.|.|.\.nV.||.-.o0X.8
ll-llv-jll,涋,涋 → 氵宊 | 宊 → 宀犬 | 宀 → 丶冖,,,,,,
ll-llv-jvl,浤,浤 → 氵宏 | 宏 → 宀厷 | 宀 → 丶冖 | 厷 → 𠂇厶 | 𠂇 → 一丿,,,,,,
ll-llvi--ijlvl,漃,漃 → 氵寂 | 寂 → 宀叔 | 宀 → 丶冖 | 叔 → 尗又 | 尗 → 上小 | 上 → ⺊一,,,,,,
ll-llviv--i,渖,渖 → ⿰氵审 | 审 → ⿱宀申 | 宀 → ⿱丶冖,shen3,5919.0,69.0,._.3A.|.|.\.nV.blX,⿰氵⿱⿱丶冖申,._.3A.|.|.\.nV.blX
ll-llviv-iv-,㴦,㴦 → 氵宮 | 宮 → 宀呂 | 宀 → 丶冖 | 呂 → 口丿口,,,,,,
ll-llvj--i,浶,浶 → 氵牢 | 牢 → 宀牛 | 宀 → 丶冖 | 牛 → 𠂉十,,,,,,
ll-llvj-i-ivii-lvll,瀗,瀗 → 氵憲 | 憲 → 𡩜心,,,,,,
ll-llvji-jiv--,㴼,㴼 → 氵宿 | 宿 → 宀佰 | 宀 → 丶冖 | 佰 → 亻百 | 百 → 一白 | 白 → 丿日,,,,,,
ll-llvji-v--jvllll,瀉,瀉 → 氵寫 | 寫 → 宀舄 | 宀 → 丶冖 | 舄 → 臼勹灬 | 臼 → 丨丿一𠃍一一,,,,,,
ll-llvjl--i-,㴏,㴏 → 氵穴王 | 穴 → 宀八 | 宀 → 丶冖,,,,,,
ll-llvjl-jll,湥,湥 → 氵突 | 突 → 穴犬 | 穴 → 宀八 | 宀 → 丶冖,,,,,,
ll-llvjl-vl-i-,潌,潌 → 氵窒 | 窒 → 穴至 | 穴 → 宀八 | 宀 → 丶冖 | 至 → 𠫔土 | 𠫔 → 一厶,,,,,,
ll-llvjlj-ijliv-i-,瀋,瀋 → 氵審 | 審 → 宀番 | 宀 → 丶冖 | 番 → 釆田 | 釆 → 丿米 | 米 → 丷木,,,,,,
ll-llvjljjvll,溛,溛 → 氵窊 | 窊 → 穴瓜 | 穴 → 宀八 | 宀 → 丶冖 | 瓜 → 𠂆厶㇏ | 𠂆 → 丿丿,,,,,,
ll-llvjv-i-,涳,涳 → 氵空 | 空 → 穴工 | 穴 → 宀八 | 宀 → 丶冖,,,,,,
ll-llvjv-i--i-,漥,漥 → 氵窐 | 窐 → 穴圭 | 穴 → 宀八 | 宀 → 丶冖 | 圭 → 土土,,,,,,
ll-llvjv-ljjl,㴱,㴱 → 氵𥥍 | 𥥍 → 穴𡗜 | 穴 → 宀八 | 宀 → 丶冖 | 𡗜 → 大丷,,,,,,
ll-llvjviv---,㴭,㴭 → 氵窅 | 窅 → 穴目 | 穴 → 宀八 | 宀 → 丶冖,,,,,,
ll-llvjvlvv,涴,涴 → 氵宛 | 宛 → 宀夗 | 宀 → 丶冖 | 夗 → 夕㔾 | 㔾 → 乚𠃌,,,,,,
ll-llvjvv-jviivi,㵠,㵠 → 氵窟 | 窟 → 穴屈 | 穴 → 宀八 | 宀 → 丶冖 | 屈 → 尸出 | 出 → 屮凵 | 屮 → 凵丨,,,,,,
ll-llvlvlliv--i,澝,澝 → 氵甯 | 甯 → 宀心用 | 宀 → 丶冖 | 用 → ⺆𰀁,,,,,,
ll-llvlvllivii--i,濘,濘 → 氵寧 | 寧 → 寍丁 | 寍 → 宀心皿 | 宀 → 丶冖 | 丁 → 一亅,,,,,,
ll-llvlvllj,淧,淧 → 氵宓 | 宓 → 宀必 | 宀 → 丶冖 | 必 → 心丿,,,,,,
ll-llvlvlljivii-,㵥,㵥 → 氵䀄 | 䀄 → 宓皿 | 宓 → 宀必 | 宀 → 丶冖 | 必 → 心丿,,,,,,
ll-llvv--lvivivl,濅,濅 → 氵𡩠 | 𡩠 → 𡨦又,,,,,,
ll-llvv-iv-,涫,涫 → ⿰氵官 | 官 → ⿱宀㠯 | 宀 → ⿱丶冖 | 㠯 → ⿰丨⿱ココ,guan4,5048.0,175.0,._.3A.|.|.\.nV._.l.|.c.c,⿰氵⿱⿱丶冖⿰丨⿱ココ,._.3A.|.|.\.nV._.l.|.c.c
ll-llvvi-jiv---jl,濵,濵 → 氵賔 | 賔 → 宀𠃜貝 | 宀 → 丶冖 | 𠃜 → 尸丨 | 貝 → 目八,,,,,,
ll-llvvj,沱,沱 → ⿰氵它 | 它 → ⿱宀匕 | 宀 → ⿱丶冖,tuo2,4382.0,375.0,._.3A.|.|.\.nV./Vi-,⿰氵⿱⿱丶冖匕,._.3A.|.|.\.nV./Vi-
ll-llvvj-,洝,,,,,,,
ll-llvvjjvjjjljjj,㵳,㵳 → 氵寥 | 寥 → 宀翏 | 宀 → 丶冖 | 翏 → 羽㐱 | 羽 → 习习 | 习 → 𠃌冫 | 习 → 𠃌冫 | 㐱 → 𠆢彡,,,,,,
ll-lv--vjl,浪,浪 → ⿰氵良 | 良 → ⿱丶艮,lang4,1186.0,22639.0,._.3A.|.\.c-va,⿰氵⿱丶艮,._.3A.|.\.c-va
ll-lv-iv---i,渾,渾 → 氵軍 | 軍 → 冖車,,,,,,
ll-lv-j,沪,沪 → ⿰氵户  | 户 → ⿱丶尸,hu4,2734.0,2737.0,._.3A.|.\.c/,⿰氵⿱丶尸,._.3A.|.\.c/
ll-lv-j-ijl,淭,淭 → 氵㦿 | 㦿 →  /,,,,,,
ll-lv-j-jl,涙,涙 → 氵戻 | 戻 → 户大 | 户 → 丶尸,,,,,,
ll-lv-j-jll,淚,淚 → 氵戾 | 戾 → 戶犬,,,,,,
ll-lv-jiv-ii,㴜,㴜 → 氵扁 | 扁 → 戶冊 | 冊 → 冂卄,,,,,,
ll-lv-jiv-vi-v,滬,滬 → 氵扈 | 扈 → 戶邑,,,,,,
ll-lv-jivjl,㴃,㴃 → 氵户水 | 户 → 丶尸,,,,,,
ll-lv-v-,泻,泻 → ⿰氵写 | 写 → ⿱冖与 | 与 → ⿹⿺㇉一一,xie4,2715.0,2816.0,._.3A.|.nV.)._.Vl-l.-.-,⿰氵⿱冖⿹⿺㇉一一,._.3A.|.nV.)._.Vl-l.-.-
ll-lv-v-i,浑,浑 → ⿰氵军 | 军 → ⿱冖车,hun2,1991.0,7136.0,._.3A.|.nV.70S,⿰氵⿱冖车,._.3A.|.nV.70S
ll-lviv--l-jl,溟,溟 → ⿰氵冥 | 冥 → ⿱冖昗 | 昗 → 昃 | 昃 → ⿱日仄 | 仄 → ⿸厂人,ming2,4234.0,447.0,._.3A.|.nV.|.b.).r.a,⿰氵⿱冖⿱日⿸厂人,._.3A.|.nV.|.b.).r.a
ll-lvji-v--jvllll,㵼,㵼 → 氵冩 | 冩 → 冖舄 | 舄 → 臼勹灬 | 臼 → 丨丿一𠃍一一,,,,,,
ll-lvjl-i-iv-,滘,滘 → 氵㓁𢀛 | 㓁 → 冖儿,,,,,,
ll-lvjl-ijl,深,深 → ⿰氵罙 | 罙 → ⿱㓁木 | 㓁 → ⿱冖儿,shen1,401.0,105924.0,._.3A.|.|.nV.y.m,⿰氵⿱⿱冖儿木,._.3A.|.|.nV.y.m
ll-lvjv,沈,沈 → ⿰氵冘 | 冘 → ⿸⿻冖丿乚,chen2/shen3,1681.0,10628.0,._.3A.).).nV./.Vl-X,⿰氵⿸⿻冖丿乚,._.3A.).).nV./.Vl-X
ll-lvjv,沉,沉 → ⿰氵冗 | 冗 → ⿱冖几,chen2,747.0,48772.0,._.3A.|.nV./V-i-,⿰氵⿱冖几,._.3A.|.nV./V-i-
ll-lvjv--i,浫,浫 → 氵罕 | 罕 → 㓁干 | 㓁 → 冖儿,,,,,,
ll-lvjvjl,浓,浓 → ⿰氵农 | 农 → ⿻冖𧘇,nong2,1585.0,12016.0,._.3A.).nV.yaV,⿰氵⿻冖𧘇,._.3A.).nV.yaV
ll-lvll,沁,沁 → ⿰氵心,qin4,3025.0,1847.0,._.3A.w,⿰氵心,._.3A.w
ll-lvllj,泌,泌 → ⿰氵必 | 必 → ⿻心丿,bi4/mi4,2609.0,3192.0,._.3A.).w./,⿰氵⿻心丿,._.3A.).w./
ll-lvllj-i-,㳴,㳴 → 氵𡊭,,,,,,
ll-lvlljivii-,㴵,㴵 → 氵𥁑,,,,,,
ll-lvvjl,泳,泳 → ⿰氵永 | 永 → ⿱丶⿲㇇𠃌⿺㇏丿,yong3,2607.0,3198.0,._.3A.|.\.__.Vr.V-lX._.\XX./,⿰氵⿱丶⿲㇇𠃌⿺㇏丿,._.3A.|.\.__.Vr.V-lX._.\XX./
ll-v,㲸,㲸 → 氵乙,,,,,,
ll-v-,汈,汈 → 氵刁 | 刁 → 𠃌㇀,,,,,,
ll-v----i,津,津 → ⿰氵聿,jin1,1353.0,17470.0,._.3A.c3l,⿰氵聿,._.3A.c3l
ll-v----i-i-,堻,堻 → 津土 | 津 → 氵聿 | 聿 → 肀二 | 肀 → コ十,,,,,,
ll-v----ivl,湕,湕 → 氵建 | 建 → 廴聿 | 廴 → ㇋乀 | 聿 → 肀二 | 肀 → コ十,,,,,,
ll-v---i-iv--il,潯,潯 → 氵尋 | 尋 → 𫜹工口寸 | 𫜹 → コ一 | 寸 → 𬺰丶 | 𬺰 → 一亅,,,,,,
ll-v---i-iv-i--,澅,澅 → 氵畫 | 畫 → 𦘒𱰥 | 𦘒 → 肀一 | 肀 → コ十,,,,,,
ll-v--i-llllivii-,濜,濜 → 氵盡 | 盡 → 𭴘皿,,,,,,
ll-v--ijijl,㴋,㴋 → 氵肃,,,,,,
ll-v--ijvvi-v-i,潚,潚 → 氵肅 | 肅 → 肀𣶒 | 肀 → コ十 | 𣶒 → 片爿一 | 爿 → 𠃊丆丨,,,,,,
ll-v--jiv-vi,㴫,㴫 → 氵郡 | 郡 → 君阝 | 君 → 尹口 | 尹 → コ𠂇 | 𠂇 → 一丿,,,,,,
ll-v--lvivi,㴆,㴆 → 氵帚 | 帚 → 𫜹冖巾 | 𫜹 → コ一 | 巾 → 冂丨,,,,,,
ll-v--lvvl,浸,浸 → ⿰氵𠬶 | 𠬶 → ⿳⺕冖又,jin4,2354.0,4529.0,._.3A.||.c-.nV.4,⿰氵⿳⺕冖又,._.3A.||.c-.nV.4
ll-v--vjl,泿,泿 → 氵艮,,,,,,
ll-v-i,汛,汛 → ⿰氵卂 | 卂 → ⿹⺄十,xun4,3759.0,748.0,._.3A.).V-l.0,⿰氵⿹⺄十,._.3A.).V-l.0
ll-v-iv-,泀,泀 → 氵司 | 司 → 𠃌𠮛 | 𠮛 → 一口,,,,,,
ll-v-j-i-jiv--,潳,潳 → 氵屠 | 屠 → 尸者 | 者 → 耂日 | 耂 → 丿土,,,,,,
ll-v-j-ii-jljvvl,澱,澱 → 氵殿 | 殿 → 𡱒殳 | 𡱒 → 臀 | 臀 →  /  | 殳 → 𠘧又 | 𠘧 → 丿㇍,,,,,,
ll-v-j-ivillll,漏,漏 → ⿰氵屚 | 屚 → ⿸尸雨,lou4,2052.0,6627.0,._.3A.).c/.-nl4,⿰氵⿸尸雨,._.3A.).c/.-nl4
ll-v-j-vl-i-,渥,渥 → ⿰氵屋 | 屋 → ⿸尸至 | 至 → ⿱𠫔土 | 𠫔 → ⿱一厶,wo4,4191.0,468.0,._.3A.).c/.|.|.-.d.t,⿰氵⿸尸⿱⿱一厶土,._.3A.).c/.|.|.-.d.t
ll-v-ji----ivii-jviv-i-l,灟,灟 → 氵屬 | 屬 → 尸丨丷八蜀 | 蜀 → 罒𠣜,,,,,,
ll-v-jiljjvl-,㴮,㴮 → 氵屑 | 屑 → 尸肖 | 肖 → 小月,,,,,,
ll-v-jiv-l-lj--i,澼,澼 → 氵辟 | 辟 → 𡰪辛 | 𡰪 → 尸口 | 辛 → 立十 | 立 → 亠䒑,,,,,,
ll-v-jiviii,涮,涮 → ⿰氵刷 | 刷 → ⿰𡰯刂 | 𡰯 → ⿸尸巾 | 巾 → ⿻冂丨,shuan4,4527.0,313.0,._.3A._.).c/.).n.l.8,⿰氵⿰⿸尸⿻冂丨刂,._.3A._.).c/.).n.l.8
ll-v-jivjl,㳮,㳮 → 氵尿 | 尿 → 尸水,,,,,,
ll-v-jj--jj--iv-jj--jj--iii,㶜,㶜 → 𣸹𠝭,,,,,,
ll-v-jl,決,決 → 氵夬 | 夬 → 𠃍大,,,,,,
ll-v-jl,沢,沢 → 氵尺 | 尺 → 尸㇏,,,,,,
ll-v-jl-jlj--i,漽,漽 → 氵犀 | 犀 → 尸氺牛 | 牛 → 𠂉十,,,,,,
ll-v-jlll,浕,浕 → 氵尽 | 尽 → 尺⺀ | 尺 → 尸㇏,,,,,,
ll-v-jvi-vi-vi-,潺,潺 → ⿰氵孱 | 孱 → ⿸尸孨 | 孨 → ⿱子孖 | 子 → ⿻了一 | 孖 → ⿰子子 | 子 → ⿻了一 | 子 → ⿻了一,chan2,4033.0,562.0,._.3A.).c/.|.).vlX.-._.).vlX.-.).vlX.-,⿰氵⿸尸⿱⿻了一⿰⿻了一⿻了一,._.3A.).c/.|.).vlX.-._.).vlX.-.).vlX.-
ll-v-jviivi,淈,淈 → 氵屈 | 屈 → 尸出 | 出 → 屮凵 | 屮 → 凵丨,,,,,,
ll-v-jvj,泥,泥 → ⿰氵尼 | 尼 → ⿸尸匕,ni2/ni4,1499.0,13874.0,._.3A.).c/./Vi-,⿰氵⿸尸匕,._.3A.).c/./Vi-
ll-v-jvj,泦,泦 → 氵尻 | 尻 → 尸九 | 九 → ㇓㇈,,,,,,
ll-v-jvj-i-,埿,埿 → 泥土 | 泥 → 氵尼 | 尼 → 尸匕,,,,,,
ll-v-v,汜,汜 → ⿰氵巳 | 巳 → ⿺乚コ,si4,5816.0,78.0,._.3A._.Vl-X.c,⿰氵⿺乚コ,._.3A._.Vl-X.c
ll-v-v-ii---,渳,渳 → 氵弭 | 弭 → 弓耳 | 弓 → コ㇉,,,,,,
ll-v-v-jlivijljljljl,瀰,瀰 → 氵彌 | 彌 → 弓爾 | 弓 → コ㇉ | 爾 → 一八巾㸚 | 巾 → 冂丨 | 㸚 → 爻爻 | 爻 → 㐅乂 | 爻 → 㐅乂,,,,,,
ll-v-v-v,泯,泯 → ⿰氵民 | 民 → ⿸⿰𠄌コ𫠠 | 𫠠 → ⿻一㇂,min3,4320.0,406.0,._.3A.)._.Vl.c.).-.Vl,⿰氵⿸⿰𠄌コ⿻一㇂,._.3A.)._.Vl.c.).-.Vl
ll-v-vi----vjl,漲,漲 → 氵張 | 張 → 弓長 | 弓 → コ㇉ | 長 → 丄三𠄌乀丿 | 丄 → 丨一,,,,,,
ll-v-viv-iv-i-l,漒,漒 → 氵强 | 强 → 弓虽 | 弓 → コ㇉ | 虽 → 口虫,,,,,,
ll-v-vj-ijl,㳽,㳽 → 氵弥 | 弥 → 弓尔 | 弓 → コ㇉ | 尔 → ⺈小,,,,,,
ll-v-vj-vl,涨,涨 → ⿰氵张 | 张 → ⿰弓长 | 弓 → ⿱コ㇉ | 长 → ⿺⿸⿻𠄌一㇏丿,zhang3/zhang4,1803.0,9089.0,._.3A._.|.c.Vl-l._.).).Vl.-.\XX./. .o.r. .)._.).Vl.-./.\X,⿰氵⿰⿱コ㇉⿺⿸⿻𠄌一㇏丿,._.3A._.|.c.Vl-l._.).).Vl.-.\XX./. .o.r. .)._.).Vl.-./.\X
ll-v-vji,沸,沸 → ⿰氵弗 | 弗 → ⿻⿰丿丨弓 | 弓 → ⿱コ㇉,fei4,2698.0,2860.0,._.3A.)._./.l.|.c.Vl-l,⿰氵⿻⿰丿丨⿱コ㇉,._.3A.)._./.l.|.c.Vl-l
ll-v-vjiiv---jl,㵒,㵒 → 氵費 | 費 → 弗貝 | 弗 → 丿丨弓 | 弓 → コ㇉ | 貝 → 目八,,,,,,
ll-v-vl-v-vl-,溺,溺 → ⿰氵弱 | 弱 → ⿰⿹弓冫⿹弓冫 | 弓 → ⿱コ㇉ | 弓 → ⿱コ㇉,ni4/niao4,3291.0,1329.0,._.3A._.).|.c.Vl-l.=A.).|.c.Vl-l.=A,⿰氵⿰⿹⿱コ㇉冫⿹⿱コ㇉冫,._.3A._.).|.c.Vl-l.=A.).|.c.Vl-l.=A
ll-v-vvl,泓,泓 → ⿰氵弘 | 弘 → ⿰弓厶 | 弓 → ⿱コ㇉,hong2,4409.0,361.0,._.3A._.|.c.Vl-l.d,⿰氵⿰⿱コ㇉厶,._.3A._.|.c.Vl-l.d
ll-vi-,汓,汓 → 氵子 | 子 → 了一 | 了 → 乛亅,,,,,,
ll-vi--,沑,沑 → 氵丑 | 丑 → ユ十,,,,,,
ll-vi---vjl,㴍,㴍 → 氵承 | 承 → ㇇了三乀丿 | 了 → 乛亅,,,,,,
ll-vi-iv--vi,湋,湋 → 氵韋 | 韋 → 𫝀口㐄 | 𫝀 → 丿ユ | 㐄 → 十𠃋,,,,,,
ll-vi-jljvl-,湑,湑 → 氵胥 | 胥 → 疋月 | 疋 → 乛龰,,,,,,
ll-vi-vi-vi-iv--,㵫,㵫 → 氵孴 | 孴 → 孨日 | 孨 → 子孖 | 子 → 了一 | 了 → 乛亅 | 孖 → 子子 | 子 → 了一 | 了 → 乛亅 | 子 → 了一 | 了 → 乛亅,,,,,,
ll-vii-iv-i-l,滍,滍 → 氵蚩 | 蚩 → 㞢虫 | 㞢 → 屮一 | 屮 → 凵丨,,,,,,
ll-viiv--,㳱,㳱 → 氵阳 | 阳 → 阝日,,,,,,
ll-viiv-i-iv---jl,濻,濻 → 氵隤 | 隤 → 阝貴 | 貴 → 𠀐貝 | 𠀐 → 中一 | 中 → 口丨 | 貝 → 目八,,,,,,
ll-viiv-vlvi,㴠,㴠 → 氵凾 | 凾 → 凵亟 | 亟 → 了叹一 | 了 → 乛亅 | 叹 → 口又,,,,,,
ll-viivi,泏,泏 → 氵出 | 出 → 屮凵 | 屮 → 凵丨,,,,,,
ll-vil-jlvi,涵,涵 → ⿰氵函 | 函 → ⿶凵⿻丂⿱丷八 | 丂 → ⿱一㇉,han2,2330.0,4681.0,._.3A.).u.).|.-.Vl-l.|.8V.8,⿰氵⿶凵⿻⿱一㇉⿱丷八,._.3A.).u.).|.-.Vl-l.|.8V.8
ll-vivj,泐,泐 → ⿰氵阞 | 阞 → ⿰阝力,le4,6610.0,24.0,._.3A._.vvi.v/X,⿰氵⿰阝力,._.3A._.vvi.v/X
ll-vj,氻,氻 → 氵力,,,,,,
ll-vj,氿,氿 → 氵九 | 九 → ㇓㇈,,,,,,
ll-vj-i,㳃,㳃 → 氵卆 | 卆 → 九十 | 九 → ㇓㇈,,,,,,
ll-vj-iv-jv,㖳,,,,,,,
ll-vjiv---vjl,滇,滇 → ⿰氵真 | 真 → ⿱十具 | 具 → ⿱⿴𠀃三八 | 𠀃 → ⿱冂一,dian1,3534.0,991.0,._.3A.|.0.|.).|.n.-.3.8,⿰氵⿱十⿱⿴⿱冂一三八,._.3A.|.0.|.).|.n.-.3.8
ll-vjivl,波,波 → ⿰氵皮,bo1,664.0,58859.0,._.3A.v/l4,⿰氵皮,._.3A.v/l4
ll-vjivlj--i,㨇,㨇 → 波手 | 波 → 氵皮 | 皮 → 丨又丿乛,,,,,,
ll-vjivlvj-,婆,婆 → ⿱波女 | 波 → ⿰氵皮,po2,1347.0,17603.0,.|._.3A.v/l4./j-,⿱⿰氵皮女,.|._.3A.v/l4./j-
ll-vjj,汤,汤 → ⿰氵𠃓 | 𠃓 → ⿹㇡⿰丿丿,tang1,1618.0,11620.0,._.3A.).v?._././,⿰氵⿹㇡⿰丿丿,._.3A.).v?._././
ll-vjj-i-jiv--l,潴,潴 → ⿰氵猪 | 猪 → ⿰犭者 | 者 → ⿱耂日 | 耂 → ⿻丿土,zhu1,5367.0,128.0,._.3A._./v/A.|.)./.t.b,⿰氵⿰犭⿱⿻丿土日,._.3A._./v/A.|.)./.t.b
ll-vjjljjl,烫,烫 → ⿱汤火 | 汤 → ⿰氵𠃓 | 𠃓 → ⿹㇡⿰丿丿,tang4,2903.0,2149.0,.|._.3A.).v?._././.8a,⿱⿰氵⿹㇡⿰丿丿火,.|._.3A.).v?._././.8a
